  0.16666667E-03  0.16198575E-01  0.10542156E-01  0.36437863E-02
  0.33333333E-03  0.32368302E-01  0.21077366E-01  0.72424157E-02
  0.50000000E-03  0.48489789E-01  0.31604811E-01  0.10839923E-01
  0.66666667E-03  0.64559716E-01  0.42117709E-01  0.14398401E-01
  0.83333333E-03  0.80565499E-01  0.52608984E-01  0.17936531E-01
  0.10000000E-02  0.96369133E-01  0.63078361E-01  0.21451077E-01
  0.11666667E-02  0.11167952      0.73510229E-01  0.24915242E-01
  0.13333333E-02  0.12807080      0.83896637E-01  0.28325651E-01
  0.15000000E-02  0.14246669      0.94235632E-01  0.31678141E-01
  0.16666667E-02  0.15790172      0.10450758      0.34939442E-01
  0.18333333E-02  0.17271360      0.11470769      0.38108375E-01
  0.20000000E-02  0.18715045      0.12481658      0.41161402E-01
  0.21666667E-02  0.20129457      0.13482053      0.44079192E-01
  0.23333333E-02  0.21510212      0.14471312      0.46865672E-01
  0.25000000E-02  0.22852175      0.15448482      0.49505097E-01
  0.26666667E-02  0.24151961      0.16412049      0.51991140E-01
  0.28333333E-02  0.25407164      0.17361327      0.54317950E-01
  0.30000000E-02  0.26615626      0.18295180      0.56479730E-01
  0.31666667E-02  0.27775264      0.19212442      0.58471703E-01
  0.33333333E-02  0.28884176      0.20112104      0.60296258E-01
  0.35000000E-02  0.29940767      0.20992349      0.61942620E-01
  0.36666667E-02  0.30943830      0.21853311      0.63414739E-01
  0.38333333E-02  0.31892572      0.22694509      0.64727058E-01
  0.40000000E-02  0.32786615      0.23515236      0.65881455E-01
  0.41666667E-02  0.33625993      0.24314618      0.66883797E-01
  0.43333333E-02  0.34411144      0.25092406      0.67740258E-01
  0.45000000E-02  0.35142897      0.25848216      0.68457937E-01
  0.46666667E-02  0.35822458      0.26581334      0.69043496E-01
  0.48333333E-02  0.36451390      0.27292180      0.69509874E-01
  0.50000000E-02  0.37031565      0.27980399      0.69864614E-01
  0.51666667E-02  0.37565149      0.28646284      0.70115705E-01
  0.53333333E-02  0.38054530      0.29290008      0.70272286E-01
  0.55000000E-02  0.38502289      0.29911511      0.70340917E-01
  0.56666667E-02  0.38911138      0.30511023      0.70331618E-01
  0.58333333E-02  0.39283873      0.31089031      0.70254748E-01
  0.60000000E-02  0.39623324      0.31645077      0.70109384E-01
  0.61666667E-02  0.39932304      0.32179730      0.69907561E-01
  0.63333333E-02  0.40213572      0.32693259      0.69657884E-01
  0.65000000E-02  0.40469789      0.33186431      0.69369302E-01
  0.66666667E-02  0.40703402      0.33659428      0.69050021E-01
  0.68333333E-02  0.40916979      0.34112534      0.68705650E-01
  0.70000000E-02  0.41112369      0.34546439      0.68341128E-01
  0.71666667E-02  0.41291856      0.34961170      0.67961295E-01
  0.73333333E-02  0.41457029      0.35357446      0.67570264E-01
  0.75000000E-02  0.41609472      0.35735923      0.67173990E-01
  0.76666667E-02  0.41750553      0.36096736      0.66774648E-01
  0.78333333E-02  0.41881395      0.36440546      0.66377133E-01
  0.80000000E-02  0.42002958      0.36767928      0.65986606E-01
  0.81666667E-02  0.42116030      0.37079386      0.65606034E-01
  0.83333333E-02  0.42221250      0.37375318      0.65239326E-01
  0.85000000E-02  0.42319126      0.37656579      0.64890011E-01
  0.86666667E-02  0.42410061      0.37923171      0.64559318E-01
  0.88333333E-02  0.42494368      0.38175781      0.64249143E-01
  0.90000000E-02  0.42572294      0.38414625      0.63958043E-01
  0.91666667E-02  0.42644035      0.38640622      0.63687799E-01
  0.93333333E-02  0.42709761      0.38854123      0.63434820E-01
  0.95000000E-02  0.42769630      0.39055772      0.63196919E-01
  0.96666667E-02  0.42823813      0.39245734      0.62972573E-01
  0.98333333E-02  0.42872471      0.39424225      0.62758307E-01
  0.10000000E-01  0.42915746      0.39592099      0.62552007E-01
  0.10166667E-01  0.42953703      0.39749453      0.62362893E-01
  0.10333333E-01  0.42986356      0.39896692      0.62185465E-01
  0.10500000E-01  0.43013888      0.40034363      0.62016485E-01
  0.10666667E-01  0.43037057      0.40162496      0.61858772E-01
  0.10833333E-01  0.43057010      0.40281423      0.61706445E-01
  0.11000000E-01  0.43072264      0.40390867      0.61576545E-01
  0.11166667E-01  0.43073900      0.40491880      0.61469626E-01
  0.11333333E-01  0.43081681      0.40584698      0.61388702E-01
  0.11500000E-01  0.43098689      0.40669382      0.61345625E-01
  0.11666667E-01  0.43069363      0.40746194      0.61347793E-01
  0.11833333E-01  0.43075570      0.40815733      0.61399333E-01
  0.12000000E-01  0.43063310      0.40877846      0.61506885E-01
  0.12166667E-01  0.43044358      0.40933405      0.61671168E-01
  0.12333333E-01  0.43022489      0.40982890      0.61889863E-01
  0.12500000E-01  0.42996737      0.41026544      0.62168562E-01
  0.12666667E-01  0.42966074      0.41065015      0.62498806E-01
  0.12833333E-01  0.42930192      0.41099021      0.62876400E-01
  0.13000000E-01  0.42889087      0.41129077      0.63288463E-01
  0.13166667E-01  0.42842750      0.41155666      0.63739198E-01
  0.13333333E-01  0.42791105      0.41179305      0.64212163E-01
  0.13500000E-01  0.42734030      0.41200737      0.64693870E-01
  0.13666667E-01  0.42671420      0.41220384      0.65177650E-01
  0.13833333E-01  0.42603187      0.41238638      0.65656779E-01
  0.14000000E-01  0.42529261      0.41255700      0.66126779E-01
  0.14166667E-01  0.42449578      0.41272518      0.66562159E-01
  0.14333333E-01  0.42364061      0.41288879      0.66982519E-01
  0.14500000E-01  0.42272609      0.41305980      0.67375091E-01
  0.14666667E-01  0.42175086      0.41322217      0.67733540E-01
  0.14833333E-01  0.42071311      0.41338372      0.68057004E-01
  0.15000000E-01  0.41961049      0.41355870      0.68339335E-01
  0.15166667E-01  0.41844000      0.41374728      0.68577345E-01
  0.15333333E-01  0.41719798      0.41395568      0.68760463E-01
  0.15500000E-01  0.41587997      0.41417639      0.68908302E-01
  0.15666667E-01  0.41448111      0.41441468      0.69008389E-01
  0.15833333E-01  0.41299587      0.41466948      0.69065347E-01
  0.16000000E-01  0.41141694      0.41493891      0.69091583E-01
  0.16166667E-01  0.40974060      0.41521967      0.69102085E-01
  0.16333333E-01  0.40795730      0.41552428      0.69062368E-01
  0.16500000E-01  0.40606341      0.41583483      0.68979491E-01
  0.16666667E-01  0.40405248      0.41616572      0.68857459E-01
  0.16833333E-01  0.40192038      0.41651377      0.68708606E-01
